ID;UF;LON;LAT;ANNUAL;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC
37163;Alagoas;-35.2490;-9.2005;5609;5847;5942;6269;5536;4819;4610;4661;5348;5915;6092;6176;6094
37514;Alagoas;-37.9490;-9.1005;5533;5920;5883;6075;5536;4760;4310;4490;5108;5862;6065;6336;6046
37515;Alagoas;-37.8490;-9.1005;5569;5973;5902;6080;5579;4789;4348;4529;5171;5964;6102;6335;6056
37516;Alagoas;-37.7490;-9.1005;5609;6053;5946;6102;5634;4859;4369;4522;5250;6001;6125;6341;6110
37517;Alagoas;-37.6490;-9.1005;5520;5955;5883;6092;5589;4755;4264;4432;5002;5823;6036;6351;6061
37518;Alagoas;-37.5490;-9.1005;5504;5909;5884;6090;5576;4720;4249;4433;5023;5825;6020;6317;6006
37519;Alagoas;-37.4490;-9.1005;5507;5913;5898;6156;5556;4721;4273;4446;5037;5792;6026;6281;5993
37520;Alagoas;-37.3490;-9.1005;5524;5897;5914;6094;5566;4706;4316;4533;5106;5816;6042;6270;6031
37521;Alagoas;-37.2490;-9.1005;5499;5886;5881;6074;5545;4725;4280;4516;5021;5754;6019;6261;6022
37531;Alagoas;-36.2490;-9.1005;5152;5536;5604;5762;5314;4478;3963;4076;4584;5348;5495;5906;5759
37532;Alagoas;-36.1490;-9.1005;5127;5487;5549;5685;5273;4478;3995;4074;4625;5355;5468;5853;5683
37533;Alagoas;-36.0490;-9.1005;5124;5452;5506;5625;5220;4491;4036;4129;4674;5432;5461;5817;5643
37534;Alagoas;-35.9490;-9.1005;5165;5551;5685;5744;5165;4416;3986;4105;4671;5440;5536;5923;5761
37535;Alagoas;-35.8490;-9.1005;5020;5348;5477;5653;5097;4340;4016;4032;4596;5207;5288;5651;5537
37536;Alagoas;-35.7490;-9.1005;4984;5234;5376;5639;5090;4345;4057;4049;4584;5193;5212;5594;5434
37537;Alagoas;-35.6490;-9.1005;5124;5430;5494;5708;5126;4506;4223;4223;4761;5363;5408;5682;5569
37538;Alagoas;-35.5490;-9.1005;5165;5475;5498;5765;5131;4538;4227;4286;4842;5383;5418;5773;5641
37539;Alagoas;-35.4490;-9.1005;5223;5534;5602;5873;5151;4557;4259;4314;4876;5422;5525;5830;5735
37540;Alagoas;-35.3490;-9.1005;5351;5616;5730;6052;5241;4646;4412;4423;5088;5536;5700;5929;5835
37541;Alagoas;-35.2490;-9.1005;5523;5772;5851;6211;5425;4771;4546;4592;5289;5784;5985;6057;5988
37893;Alagoas;-37.9490;-9.0005;5574;5979;5906;6022;5566;4817;4319;4532;5199;5970;6116;6372;6092
37894;Alagoas;-37.8490;-9.0005;5527;5986;5866;6029;5567;4733;4245;4409;5071;5892;6069;6357;6093
37895;Alagoas;-37.7490;-9.0005;5554;6043;5859;6084;5612;4796;4294;4458;5108;5900;6100;6333;6059
37896;Alagoas;-37.6490;-9.0005;5567;6016;5921;6071;5656;4788;4273;4456;5115;5945;6115;6372;6078
37897;Alagoas;-37.5490;-9.0005;5541;5990;5928;6091;5626;4741;4253;4398;5056;5888;6093;6366;6065
37898;Alagoas;-37.4490;-9.0005;5543;5980;5954;6187;5638;4715;4265;4397;5036;5850;6099;6327;6065
37899;Alagoas;-37.3490;-9.0005;5564;5954;5954;6158;5626;4718;4245;4499;5100;5907;6141;6388;6081
37911;Alagoas;-36.1490;-9.0005;5117;5494;5520;5686;5265;4479;3988;4069;4646;5322;5425;5821;5688
37912;Alagoas;-36.0490;-9.0005;5074;5408;5463;5637;5197;4425;3994;4045;4627;5320;5375;5781;5625
37913;Alagoas;-35.9490;-9.0005;5144;5534;5631;5763;5227;4379;3949;4042;4645;5409;5523;5885;5735
37914;Alagoas;-35.8490;-9.0005;5057;5371;5524;5667;5135;4377;4017;4058;4635;5278;5355;5671;5594
37915;Alagoas;-35.7490;-9.0005;4993;5265;5393;5594;5060;4345;4022;4047;4606;5214;5283;5604;5477
37916;Alagoas;-35.6490;-9.0005;5050;5330;5409;5595;5090;4455;4179;4167;4693;5263;5325;5634;5459
37917;Alagoas;-35.5490;-9.0005;5153;5436;5481;5725;5163;4516;4239;4257;4798;5412;5495;5721;5598
37918;Alagoas;-35.4490;-9.0005;5187;5460;5515;5841;5185;4547;4282;4303;4850;5407;5477;5729;5649
37919;Alagoas;-35.3490;-9.0005;5296;5596;5677;5999;5232;4608;4360;4366;4997;5462;5613;5878;5768
37920;Alagoas;-35.2490;-9.0005;5356;5628;5751;6052;5292;4688;4433;4458;5113;5522;5697;5843;5797
37921;Alagoas;-35.1490;-9.0005;5520;5757;5907;6155;5434;4781;4550;4555;5256;5778;5977;6083;6009
38274;Alagoas;-37.8490;-8.9005;5612;6058;5904;6129;5687;4834;4343;4533;5197;6012;6172;6343;6135
38275;Alagoas;-37.7490;-8.9005;5600;6041;5857;6131;5664;4803;4358;4519;5183;6026;6176;6371;6070
38276;Alagoas;-37.6490;-8.9005;5622;6044;5946;6108;5700;4864;4373;4575;5251;5997;6172;6361;6075
38291;Alagoas;-36.1490;-8.9005;5149;5496;5510;5692;5265;4492;4048;4095;4702;5395;5521;5857;5718
38292;Alagoas;-36.0490;-8.9005;5069;5407;5461;5627;5168;4400;3981;3998;4592;5285;5466;5774;5671
38293;Alagoas;-35.9490;-8.9005;5080;5461;5506;5661;5190;4363;3968;4030;4620;5308;5435;5757;5657
38294;Alagoas;-35.8490;-8.9005;5046;5366;5472;5626;5121;4396;4008;4071;4615;5269;5365;5663;5575
38295;Alagoas;-35.7490;-8.9005;5008;5285;5435;5602;5088;4397;4022;4068;4602;5221;5297;5585;5497
38296;Alagoas;-35.6490;-8.9005;5084;5359;5464;5641;5159;4458;4173;4173;4733;5320;5393;5647;5483
38297;Alagoas;-35.5490;-8.9005;5148;5408;5486;5735;5183;4513;4240;4246;4800;5406;5478;5701;5576
38298;Alagoas;-35.4490;-8.9005;5184;5422;5486;5808;5196;4522;4301;4286;4850;5463;5524;5726;5626
38299;Alagoas;-35.3490;-8.9005;5247;5506;5603;5897;5199;4569;4339;4348;4952;5453;5600;5812;5687
38300;Alagoas;-35.2490;-8.9005;5286;5507;5680;5973;5227;4608;4379;4400;5026;5474;5636;5789;5735
38301;Alagoas;-35.1490;-8.9005;5400;5619;5788;6045;5296;4701;4477;4495;5140;5670;5829;5885;5852
38656;Alagoas;-37.7490;-8.8005;5604;5986;5898;6204;5734;4777;4335;4482;5156;6000;6193;6386;6093
38676;Alagoas;-35.7490;-8.8005;5079;5323;5478;5650;5167;4484;4078;4139;4673;5304;5382;5697;5568
38678;Alagoas;-35.5490;-8.8005;5154;5379;5474;5738;5182;4495;4223;4223;4811;5451;5505;5763;5600
38679;Alagoas;-35.4490;-8.8005;5183;5393;5513;5756;5188;4501;4270;4263;4847;5491;5534;5813;5625
